id,outcome,width,height,obstacle_percentage,conglomeration_ratio,max_length_agents,num_agents,max_length,metric,time_limit,num_expanded_states,inserted_states,path_length,path_cost,num_waits,grid_time,istance_time,execution_time,memory_used
0,overlap,4,4,0.2,0.4,3,1,10,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.09
0,success,4,4,0.2,0.4,3,1,10,0,1,4,14,3,3.828,0,0.0,0.0,0.0,46.1
1,success,4,4,0.2,0.4,3,1,10,0,10,4,12,3,3.828,0,0.0,0.0,0.0,46.11
2,success,4,4,0.2,0.4,3,1,10,1,1,4,14,3,3.828,0,0.0,0.0,0.0,46.11
3,success,4,4,0.2,0.4,3,1,10,1,10,7,21,4,4.414,0,0.0,0.0,0.0,46.11
4,success,4,4,0.2,0.4,3,1,100,0,1,5,13,4,4.414,0,0.0,0.0,0.0,46.11
5,success,4,4,0.2,0.4,3,1,100,0,10,4,14,3,3.828,0,0.0,0.0,0.0,46.11
6,success,4,4,0.2,0.4,3,1,100,1,1,4,14,3,3.828,0,0.0,0.0,0.0,46.11
7,success,4,4,0.2,0.4,3,1,100,1,10,4,14,3,3.828,0,0.0,0.0,0.0,46.11
8,success,4,4,0.2,0.4,3,1,1000,0,1,5,12,4,4.414,0,0.0,0.0,0.0,46.11
9,success,4,4,0.2,0.4,3,1,1000,0,10,5,12,4,4.414,0,0.0,0.0,0.0,46.11
10,success,4,4,0.2,0.4,3,1,1000,1,1,6,15,4,4.414,0,0.0,0.0,0.0,46.11
11,overlap,4,4,0.2,0.4,3,1,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.11
11,success,4,4,0.2,0.4,3,1,1000,1,10,6,15,4,4.414,0,0.0,0.0,0.0,46.11
12,success,4,4,0.2,0.4,3,3,10,0,1,7,17,4,5.243,0,0.0,0.0,0.0,46.11
13,success,4,4,0.2,0.4,3,3,10,0,10,4,11,3,3.828,0,0.0,0.0,0.0,46.11
14,success,4,4,0.2,0.4,3,3,10,1,1,6,15,4,4.414,0,0.0,0.0,0.0,46.11
15,success,4,4,0.2,0.4,3,3,10,1,10,6,12,4,4.414,0,0.0,0.0,0.0,46.11
16,overlap,4,4,0.2,0.4,3,3,100,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.11
16,success,4,4,0.2,0.4,3,3,100,0,1,4,13,3,3.828,0,0.0,0.0,0.0,46.11
17,success,4,4,0.2,0.4,3,3,100,0,10,4,11,3,3.828,0,0.0,0.0,0.0,46.11
18,success,4,4,0.2,0.4,3,3,100,1,1,4,12,3,3.828,0,0.0,0.0,0.0,46.11
19,success,4,4,0.2,0.4,3,3,100,1,10,6,14,4,4.414,0,0.0,0.0,0.0,46.11
20,overlap,4,4,0.2,0.4,3,3,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.11
20,success,4,4,0.2,0.4,3,3,1000,0,1,4,13,3,3.828,0,0.0,0.0,0.0,46.11
21,overlap,4,4,0.2,0.4,3,3,1000,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.11
21,success,4,4,0.2,0.4,3,3,1000,0,10,4,11,3,3.828,0,0.0,0.0,0.0,46.11
22,overlap,4,4,0.2,0.4,3,3,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.11
22,success,4,4,0.2,0.4,3,3,1000,1,1,4,11,3,3.828,0,0.0,0.0,0.0,46.11
23,overlap,4,4,0.2,0.4,3,3,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.11
23,success,4,4,0.2,0.4,3,3,1000,1,10,7,18,4,4.414,0,0.0,0.0,0.0,46.11
24,timeout,4,4,0.2,0.4,3,10,10,0,1,0,0,0,0,0,0,0,0,46.17
25,overlap,4,4,0.2,0.4,3,10,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.17
25,overlap,4,4,0.2,0.4,3,10,10,0,10,0,0,0,0.0,0,0.0,0.0,0.04,46.17
25,overlap,4,4,0.2,0.4,3,10,10,0,10,0,0,0,0.0,0,0.0,0.0,0.01,46.17
25,overlap,4,4,0.2,0.4,3,10,10,0,10,0,0,0,0.0,0,0.0,0.0,0.01,46.17
25,timeout,4,4,0.2,0.4,3,10,10,0,10,0,0,0,0,0,0,0,0,46.2
26,overlap,4,4,0.2,0.4,3,10,10,1,1,0,0,0,0.0,0,0.0,0.0,0.02,46.2
26,overlap,4,4,0.2,0.4,3,10,10,1,1,0,0,0,0.0,0,0.0,0.0,0.01,46.2
26,timeout,4,4,0.2,0.4,3,10,10,1,1,0,0,0,0,0,0,0,0,46.2
27,overlap,4,4,0.2,0.4,3,10,10,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
27,overlap,4,4,0.2,0.4,3,10,10,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
27,overlap,4,4,0.2,0.4,3,10,10,1,10,0,0,0,0.0,0,0.0,0.0,0.02,46.21
27,timeout,4,4,0.2,0.4,3,10,10,1,10,0,0,0,0,0,0,0,0,46.21
28,overlap,4,4,0.2,0.4,3,10,100,0,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
28,failure,4,4,0.2,0.4,3,10,100,0,1,1,1,0,0.0,0,0.0,0.0,0.01,46.21
29,overlap,4,4,0.2,0.4,3,10,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
29,overlap,4,4,0.2,0.4,3,10,100,0,10,0,0,0,0.0,0,0.0,0.0,0.01,46.21
29,timeout,4,4,0.2,0.4,3,10,100,0,10,0,0,0,0,0,0,0,0,46.21
30,overlap,4,4,0.2,0.4,3,10,100,1,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
30,overlap,4,4,0.2,0.4,3,10,100,1,1,0,0,0,0.0,0,0.0,0.0,0.12,46.21
30,overlap,4,4,0.2,0.4,3,10,100,1,1,0,0,0,0.0,0,0.0,0.0,0.06,46.21
30,timeout,4,4,0.2,0.4,3,10,100,1,1,0,0,0,0,0,0,0,0,46.21
31,timeout,4,4,0.2,0.4,3,10,100,1,10,0,0,0,0,0,0,0,0,46.21
32,overlap,4,4,0.2,0.4,3,10,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
32,overlap,4,4,0.2,0.4,3,10,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.02,46.21
32,overlap,4,4,0.2,0.4,3,10,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
32,overlap,4,4,0.2,0.4,3,10,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
32,failure,4,4,0.2,0.4,3,10,1000,0,1,1,1,0,0.0,0,0.0,0.0,0.0,46.21
33,overlap,4,4,0.2,0.4,3,10,1000,0,10,0,0,0,0.0,0,0.0,0.0,0.04,46.21
33,overlap,4,4,0.2,0.4,3,10,1000,0,10,0,0,0,0.0,0,0.0,0.0,0.01,46.21
33,overlap,4,4,0.2,0.4,3,10,1000,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
33,overlap,4,4,0.2,0.4,3,10,1000,0,10,0,0,0,0.0,0,0.0,0.0,0.01,46.21
33,timeout,4,4,0.2,0.4,3,10,1000,0,10,0,0,0,0,0,0,0,0,46.21
34,overlap,4,4,0.2,0.4,3,10,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
34,overlap,4,4,0.2,0.4,3,10,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
34,overlap,4,4,0.2,0.4,3,10,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.01,46.21
34,timeout,4,4,0.2,0.4,3,10,1000,1,1,0,0,0,0,0,0,0,0,46.21
35,timeout,4,4,0.2,0.4,3,10,1000,1,10,0,0,0,0,0,0,0,0,46.21
36,success,4,4,0.2,0.4,8,1,10,0,1,4,14,3,3.828,0,0.0,0.0,0.0,46.21
37,success,4,4,0.2,0.4,8,1,10,0,10,4,14,3,3.828,0,0.0,0.0,0.0,46.21
38,success,4,4,0.2,0.4,8,1,10,1,1,4,15,3,3.828,0,0.0,0.0,0.0,46.21
39,success,4,4,0.2,0.4,8,1,10,1,10,4,12,3,3.828,0,0.0,0.0,0.0,46.21
40,overlap,4,4,0.2,0.4,8,1,100,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.21
40,success,4,4,0.2,0.4,8,1,100,0,1,4,14,3,3.828,0,0.0,0.0,0.0,46.21
41,success,4,4,0.2,0.4,8,1,100,0,10,4,14,3,3.828,0,0.0,0.0,0.0,46.21
42,overlap,4,4,0.2,0.4,8,1,100,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.21
42,success,4,4,0.2,0.4,8,1,100,1,1,7,21,4,4.414,0,0.0,0.0,0.0,46.21
43,success,4,4,0.2,0.4,8,1,100,1,10,4,14,3,3.828,0,0.0,0.0,0.0,46.21
44,overlap,4,4,0.2,0.4,8,1,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.21
44,success,4,4,0.2,0.4,8,1,1000,0,1,4,13,3,3.828,0,0.0,0.0,0.0,46.21
45,overlap,4,4,0.2,0.4,8,1,1000,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
45,success,4,4,0.2,0.4,8,1,1000,0,10,4,13,3,3.828,0,0.0,0.0,0.0,46.21
46,success,4,4,0.2,0.4,8,1,1000,1,1,4,14,3,3.828,0,0.0,0.0,0.0,46.21
47,success,4,4,0.2,0.4,8,1,1000,1,10,4,12,3,3.828,0,0.0,0.0,0.0,46.21
48,failure,4,4,0.2,0.4,8,3,10,0,1,1,1,0,0.0,0,0.0,0.0,0.0,46.21
49,overlap,4,4,0.2,0.4,8,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
49,overlap,4,4,0.2,0.4,8,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
49,overlap,4,4,0.2,0.4,8,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.21
49,overlap,4,4,0.2,0.4,8,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.22
49,success,4,4,0.2,0.4,8,3,10,0,10,9,19,5,5.828,0,0.0,0.0,0.0,46.22
50,overlap,4,4,0.2,0.4,8,3,10,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.22
50,success,4,4,0.2,0.4,8,3,10,1,1,6,17,4,4.414,0,0.0,0.0,0.0,46.22
51,failure,4,4,0.2,0.4,8,3,10,1,10,1,1,0,0.0,0,0.0,0.0,0.0,46.22
52,overlap,4,4,0.2,0.4,8,3,100,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.22
52,success,4,4,0.2,0.4,8,3,100,0,1,4,10,3,3.828,0,0.0,0.0,0.0,46.22
53,success,4,4,0.2,0.4,8,3,100,0,10,6,20,4,4.414,0,0.0,0.0,0.0,46.22
54,success,4,4,0.2,0.4,8,3,100,1,1,6,13,4,4.414,0,0.0,0.0,0.0,46.22
55,success,4,4,0.2,0.4,8,3,100,1,10,6,17,4,4.414,0,0.0,0.0,0.0,46.22
56,success,4,4,0.2,0.4,8,3,1000,0,1,8,18,5,5.828,0,0.0,0.0,0.0,46.22
57,failure,4,4,0.2,0.4,8,3,1000,0,10,1,1,0,0.0,0,0.0,0.0,0.0,46.22
58,overlap,4,4,0.2,0.4,8,3,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.22
58,success,4,4,0.2,0.4,8,3,1000,1,1,10,22,5,5.0,0,0.0,0.0,0.0,46.22
59,overlap,4,4,0.2,0.4,8,3,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.22
59,success,4,4,0.2,0.4,8,3,1000,1,10,5,10,4,4.414,0,0.0,0.0,0.0,46.22
60,overlap,4,4,0.2,0.4,8,10,10,0,1,0,0,0,0.0,0,0.0,0.0,0.21,46.22
60,timeout,4,4,0.2,0.4,8,10,10,0,1,0,0,0,0,0,0,0,0,46.22
61,timeout,4,4,0.2,0.4,8,10,10,0,10,0,0,0,0,0,0,0,0,46.23
62,timeout,4,4,0.2,0.4,8,10,10,1,1,0,0,0,0,0,0,0,0,46.23
63,timeout,4,4,0.2,0.4,8,10,10,1,10,0,0,0,0,0,0,0,0,46.23
64,overlap,4,4,0.2,0.4,8,10,100,0,1,0,0,0,0.0,0,0.0,0.0,0.12,46.23
64,timeout,4,4,0.2,0.4,8,10,100,0,1,0,0,0,0,0,0,0,0,46.23
65,timeout,4,4,0.2,0.4,8,10,100,0,10,0,0,0,0,0,0,0,0,46.23
66,timeout,4,4,0.2,0.4,8,10,100,1,1,0,0,0,0,0,0,0,0,46.23
67,timeout,4,4,0.2,0.4,8,10,100,1,10,0,0,0,0,0,0,0,0,46.23
68,timeout,4,4,0.2,0.4,8,10,1000,0,1,0,0,0,0,0,0,0,0,46.23
69,overlap,4,4,0.2,0.4,8,10,1000,0,10,0,0,0,0.0,0,0.0,0.0,1.14,46.23
69,timeout,4,4,0.2,0.4,8,10,1000,0,10,0,0,0,0,0,0,0,0,46.23
70,timeout,4,4,0.2,0.4,8,10,1000,1,1,0,0,0,0,0,0,0,0,46.23
71,timeout,4,4,0.2,0.4,8,10,1000,1,10,0,0,0,0,0,0,0,0,46.23
72,success,4,4,0.2,0.4,20,1,10,0,1,4,14,3,3.828,0,0.0,0.0,0.0,46.23
73,success,4,4,0.2,0.4,20,1,10,0,10,6,20,4,4.414,0,0.0,0.0,0.0,46.23
74,success,4,4,0.2,0.4,20,1,10,1,1,4,12,3,3.828,0,0.0,0.0,0.0,46.23
75,success,4,4,0.2,0.4,20,1,10,1,10,6,22,4,4.414,0,0.0,0.0,0.0,46.23
76,success,4,4,0.2,0.4,20,1,100,0,1,4,13,3,3.828,0,0.0,0.0,0.0,46.23
77,success,4,4,0.2,0.4,20,1,100,0,10,5,13,4,4.414,0,0.0,0.0,0.0,46.23
78,success,4,4,0.2,0.4,20,1,100,1,1,4,14,3,3.828,0,0.0,0.0,0.0,46.23
79,success,4,4,0.2,0.4,20,1,100,1,10,4,14,3,3.828,0,0.0,0.0,0.0,46.23
80,success,4,4,0.2,0.4,20,1,1000,0,1,4,14,3,3.828,0,0.0,0.0,0.0,46.23
81,success,4,4,0.2,0.4,20,1,1000,0,10,4,14,3,3.828,0,0.0,0.0,0.0,46.23
82,success,4,4,0.2,0.4,20,1,1000,1,1,4,14,3,3.828,0,0.0,0.0,0.0,46.23
83,success,4,4,0.2,0.4,20,1,1000,1,10,4,14,3,3.828,0,0.0,0.0,0.0,46.23
84,overlap,4,4,0.2,0.4,20,3,10,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.23
84,overlap,4,4,0.2,0.4,20,3,10,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.23
84,overlap,4,4,0.2,0.4,20,3,10,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.23
84,success,4,4,0.2,0.4,20,3,10,0,1,5,9,4,4.414,0,0.0,0.0,0.0,46.23
85,success,4,4,0.2,0.4,20,3,10,0,10,5,10,4,4.414,0,0.0,0.0,0.0,46.23
86,success,4,4,0.2,0.4,20,3,10,1,1,6,18,4,4.414,0,0.0,0.0,0.0,46.23
87,success,4,4,0.2,0.4,20,3,10,1,10,10,23,4,5.243,0,0.0,0.0,0.0,46.23
88,success,4,4,0.2,0.4,20,3,100,0,1,4,11,3,3.828,0,0.0,0.0,0.0,46.23
89,overlap,4,4,0.2,0.4,20,3,100,0,10,0,0,0,0.0,0,0.0,0.0,0.02,46.23
89,success,4,4,0.2,0.4,20,3,100,0,10,4,11,3,3.828,0,0.0,0.0,0.0,46.23
90,failure,4,4,0.2,0.4,20,3,100,1,1,1,1,0,0.0,0,0.0,0.0,0.0,46.23
91,success,4,4,0.2,0.4,20,3,100,1,10,5,15,4,4.414,0,0.0,0.0,0.0,46.23
92,overlap,4,4,0.2,0.4,20,3,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.23
92,success,4,4,0.2,0.4,20,3,1000,0,1,13,27,5,5.828,0,0.0,0.0,0.0,46.23
93,overlap,4,4,0.2,0.4,20,3,1000,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.23
93,success,4,4,0.2,0.4,20,3,1000,0,10,4,11,3,3.828,0,0.0,0.0,0.0,46.23
94,success,4,4,0.2,0.4,20,3,1000,1,1,4,10,3,3.828,0,0.0,0.0,0.0,46.23
95,overlap,4,4,0.2,0.4,20,3,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.23
95,overlap,4,4,0.2,0.4,20,3,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.23
95,overlap,4,4,0.2,0.4,20,3,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.23
95,success,4,4,0.2,0.4,20,3,1000,1,10,18,36,7,7.828,0,0.0,0.0,0.0,46.23
96,timeout,4,4,0.2,0.4,20,10,10,0,1,0,0,0,0,0,0,0,0,46.23
97,timeout,4,4,0.2,0.4,20,10,10,0,10,0,0,0,0,0,0,0,0,46.23
98,timeout,4,4,0.2,0.4,20,10,10,1,1,0,0,0,0,0,0,0,0,46.23
99,timeout,4,4,0.2,0.4,20,10,10,1,10,0,0,0,0,0,0,0,0,46.23
100,timeout,4,4,0.2,0.4,20,10,100,0,1,0,0,0,0,0,0,0,0,46.23
101,timeout,4,4,0.2,0.4,20,10,100,0,10,0,0,0,0,0,0,0,0,46.23
102,timeout,4,4,0.2,0.4,20,10,100,1,1,0,0,0,0,0,0,0,0,46.23
103,timeout,4,4,0.2,0.4,20,10,100,1,10,0,0,0,0,0,0,0,0,46.23
104,timeout,4,4,0.2,0.4,20,10,1000,0,1,0,0,0,0,0,0,0,0,46.24
105,timeout,4,4,0.2,0.4,20,10,1000,0,10,0,0,0,0,0,0,0,0,46.24
106,timeout,4,4,0.2,0.4,20,10,1000,1,1,0,0,0,0,0,0,0,0,46.24
107,timeout,4,4,0.2,0.4,20,10,1000,1,10,0,0,0,0,0,0,0,0,46.24
108,success,4,4,0.2,0.7,3,1,10,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
109,success,4,4,0.2,0.7,3,1,10,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.27
110,success,4,4,0.2,0.7,3,1,10,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
111,success,4,4,0.2,0.7,3,1,10,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.27
112,success,4,4,0.2,0.7,3,1,100,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
113,success,4,4,0.2,0.7,3,1,100,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.27
114,overlap,4,4,0.2,0.7,3,1,100,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.27
114,success,4,4,0.2,0.7,3,1,100,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
115,success,4,4,0.2,0.7,3,1,100,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.27
116,success,4,4,0.2,0.7,3,1,1000,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
117,success,4,4,0.2,0.7,3,1,1000,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.27
118,success,4,4,0.2,0.7,3,1,1000,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
119,success,4,4,0.2,0.7,3,1,1000,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.27
120,success,4,4,0.2,0.7,3,3,10,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
121,overlap,4,4,0.2,0.7,3,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.27
121,overlap,4,4,0.2,0.7,3,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.27
121,success,4,4,0.2,0.7,3,3,10,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.27
122,overlap,4,4,0.2,0.7,3,3,10,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.27
122,success,4,4,0.2,0.7,3,3,10,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.27
123,overlap,4,4,0.2,0.7,3,3,10,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.27
123,success,4,4,0.2,0.7,3,3,10,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
124,success,4,4,0.2,0.7,3,3,100,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
125,success,4,4,0.2,0.7,3,3,100,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
126,success,4,4,0.2,0.7,3,3,100,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
127,success,4,4,0.2,0.7,3,3,100,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
128,success,4,4,0.2,0.7,3,3,1000,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
129,failure,4,4,0.2,0.7,3,3,1000,0,10,1,1,0,0.0,0,0.0,0.0,0.0,46.28
130,success,4,4,0.2,0.7,3,3,1000,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
131,success,4,4,0.2,0.7,3,3,1000,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
132,timeout,4,4,0.2,0.7,3,10,10,0,1,0,0,0,0,0,0,0,0,46.28
133,overlap,4,4,0.2,0.7,3,10,10,0,10,0,0,0,0.0,0,0.0,0.0,0.01,46.28
133,timeout,4,4,0.2,0.7,3,10,10,0,10,0,0,0,0,0,0,0,0,46.28
134,overlap,4,4,0.2,0.7,3,10,10,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
134,timeout,4,4,0.2,0.7,3,10,10,1,1,0,0,0,0,0,0,0,0,46.28
135,overlap,4,4,0.2,0.7,3,10,10,1,10,0,0,0,0.0,0,0.0,0.0,0.01,46.28
135,timeout,4,4,0.2,0.7,3,10,10,1,10,0,0,0,0,0,0,0,0,46.28
136,overlap,4,4,0.2,0.7,3,10,100,0,1,0,0,0,0.0,0,0.0,0.0,0.01,46.28
136,overlap,4,4,0.2,0.7,3,10,100,0,1,0,0,0,0.0,0,0.0,0.0,0.01,46.28
136,timeout,4,4,0.2,0.7,3,10,100,0,1,0,0,0,0,0,0,0,0,46.28
137,overlap,4,4,0.2,0.7,3,10,100,0,10,0,0,0,0.0,0,0.0,0.0,0.05,46.28
137,timeout,4,4,0.2,0.7,3,10,100,0,10,0,0,0,0,0,0,0,0,46.28
138,overlap,4,4,0.2,0.7,3,10,100,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
138,overlap,4,4,0.2,0.7,3,10,100,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
138,overlap,4,4,0.2,0.7,3,10,100,1,1,0,0,0,0.0,0,0.0,0.0,0.02,46.28
138,timeout,4,4,0.2,0.7,3,10,100,1,1,0,0,0,0,0,0,0,0,46.28
139,overlap,4,4,0.2,0.7,3,10,100,1,10,0,0,0,0.0,0,0.0,0.0,0.03,46.28
139,timeout,4,4,0.2,0.7,3,10,100,1,10,0,0,0,0,0,0,0,0,46.28
140,timeout,4,4,0.2,0.7,3,10,1000,0,1,0,0,0,0,0,0,0,0,46.28
141,timeout,4,4,0.2,0.7,3,10,1000,0,10,0,0,0,0,0,0,0,0,46.28
142,overlap,4,4,0.2,0.7,3,10,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.01,46.28
142,timeout,4,4,0.2,0.7,3,10,1000,1,1,0,0,0,0,0,0,0,0,46.28
143,overlap,4,4,0.2,0.7,3,10,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.0,46.28
143,overlap,4,4,0.2,0.7,3,10,1000,1,10,0,0,0,0.0,0,0.0,0.0,0.01,46.28
143,timeout,4,4,0.2,0.7,3,10,1000,1,10,0,0,0,0,0,0,0,0,46.28
144,success,4,4,0.2,0.7,8,1,10,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
145,success,4,4,0.2,0.7,8,1,10,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
146,success,4,4,0.2,0.7,8,1,10,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
147,success,4,4,0.2,0.7,8,1,10,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
148,success,4,4,0.2,0.7,8,1,100,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
149,success,4,4,0.2,0.7,8,1,100,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
150,success,4,4,0.2,0.7,8,1,100,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
151,success,4,4,0.2,0.7,8,1,100,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
152,overlap,4,4,0.2,0.7,8,1,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
152,success,4,4,0.2,0.7,8,1,1000,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
153,success,4,4,0.2,0.7,8,1,1000,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
154,success,4,4,0.2,0.7,8,1,1000,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
155,success,4,4,0.2,0.7,8,1,1000,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
156,success,4,4,0.2,0.7,8,3,10,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
157,overlap,4,4,0.2,0.7,8,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.28
157,failure,4,4,0.2,0.7,8,3,10,0,10,1,1,0,0.0,0,0.0,0.0,0.0,46.28
158,success,4,4,0.2,0.7,8,3,10,1,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
159,success,4,4,0.2,0.7,8,3,10,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
160,success,4,4,0.2,0.7,8,3,100,0,1,2,2,1,1.0,0,0.0,0.0,0.0,46.28
161,overlap,4,4,0.2,0.7,8,3,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.28
161,overlap,4,4,0.2,0.7,8,3,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.28
161,overlap,4,4,0.2,0.7,8,3,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,46.28
161,success,4,4,0.2,0.7,8,3,100,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
162,overlap,4,4,0.2,0.7,8,3,100,1,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
162,failure,4,4,0.2,0.7,8,3,100,1,1,1,1,0,0.0,0,0.0,0.0,0.0,46.28
163,success,4,4,0.2,0.7,8,3,100,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
164,overlap,4,4,0.2,0.7,8,3,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
164,overlap,4,4,0.2,0.7,8,3,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
164,overlap,4,4,0.2,0.7,8,3,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
164,overlap,4,4,0.2,0.7,8,3,1000,0,1,0,0,0,0.0,0,0.0,0.0,0.0,46.28
164,failure,4,4,0.2,0.7,8,3,1000,0,1,1,1,0,0.0,0,0.0,0.0,0.0,46.28
165,success,4,4,0.2,0.7,8,3,1000,0,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
166,failure,4,4,0.2,0.7,8,3,1000,1,1,1,1,0,0.0,0,0.0,0.0,0.0,46.28
167,success,4,4,0.2,0.7,8,3,1000,1,10,2,2,1,1.0,0,0.0,0.0,0.0,46.28
168,timeout,4,4,0.2,0.7,8,10,10,0,1,0,0,0,0,0,0,0,0,46.28
169,timeout,4,4,0.2,0.7,8,10,10,0,10,0,0,0,0,0,0,0,0,46.28
170,timeout,4,4,0.2,0.7,8,10,10,1,1,0,0,0,0,0,0,0,0,46.28
171,timeout,4,4,0.2,0.7,8,10,10,1,10,0,0,0,0,0,0,0,0,46.28
